date,product_name,category,brand,quantity_sold,price_per_quantity,total_price
2024-03-02,LifeBuoySanitizer,Sanitizer,LifeBuoy,25,17.11,427.75
2024-03-15,KhidriDates,Dates,Khidri,17,14.65,249.05
2024-03-22,PurinaPawCatFood,CatFood,PurinaPaw,40,64.9,2596.0
2024-03-16,MdhChickenMasala,ChickenMasala,Mdh,43,39.86,1713.98
2024-03-04,AshirvadFlour,Flour,Ashirvad,57,33.27,1896.39
2024-03-14,MdhChickenMasala,ChickenMasala,Mdh,70,96.11,6727.7
2024-03-23,KhidriDates,Dates,Khidri,74,65.83,4871.42
2024-03-06,EasternChickenMasala,ChickenMasala,Eastern,16,96.16,1538.56
2024-03-26,DoveShampoo,Shampoo,Dove,55,44.05,2422.75
2024-03-16,3RosesTea,Tea,3Roses,46,45.79,2106.34
2024-03-30,OhmsKetchup,Ketchup,Ohms,97,30.85,2992.4500000000003
2024-03-31,CranberryWalnuts,Walnuts,Cranberry,34,41.88,1423.92
2024-03-21,EverestChickenMasala,ChickenMasala,Everest,81,75.07,6080.669999999999
2024-03-03,RinDetergent,Detergent,Rin,6,18.69,112.14000000000001
2024-03-23,TajMahalTea,Tea,TajMahal,47,39.31,1847.5700000000002
2024-03-07,FarmelyWalnuts,Walnuts,Farmely,26,40.85,1062.1000000000001
2024-03-28,PopiePopcornMix,PopcornMix,Popie,94,38.67,3634.98
2024-03-11,KellogsBreakfast,Breakfast,Kellogs,25,97.59,2439.75
2024-03-03,KimiaDates,Dates,Kimia,20,29.3,586.0
2024-03-03,MdhChickenMasala,ChickenMasala,Mdh,5,87.3,436.5
2024-03-27,MTRVegMasala,VegMasala,MTR,41,60.13,2465.33
2024-03-26,FelineFeastCatFood,CatFood,FelineFeast,37,89.21,3300.77
2024-03-30,VedakaPasta,Pasta,Vedaka,1,61.23,61.23
2024-03-06,MadhurSugar,Sugar,Madhur,11,29.2,321.2
2024-03-08,KellogsBreakfast,Breakfast,Kellogs,42,86.48,3632.1600000000003
2024-03-01,SunsilkShampoo,Shampoo,Sunsilk,45,29.74,1338.3
2024-03-23,CountryBeanCoffee,Coffee,CountryBean,31,30.52,946.12
2024-03-10,HeinzKetchup,Ketchup,Heinz,19,23.57,447.83
2024-03-01,AachiVegMasala,VegMasala,Aachi,37,78.15,2891.55
2024-03-08,FarmelyWalnuts,Walnuts,Farmely,93,69.66,6478.38
2024-03-17,AashirvadSalt,Salt,Aashirvad,25,47.37,1184.25
2024-03-09,KhidriDates,Dates,Khidri,88,56.98,5014.24
2024-03-26,CadburyChocolate,Chocolate,Cadbury,45,36.19,1628.55
2024-03-24,RamenNoodles,Noodles,Ramen,70,25.33,1773.1
2024-03-24,EasternChickenMasala,ChickenMasala,Eastern,15,96.98,1454.7
2024-03-20,TataSalt,Salt,Tata,46,39.3,1807.8
2024-03-09,SurfExcelDetergent,Detergent,SurfExcel,76,93.41,7099.16
2024-03-06,RamenNoodles,Noodles,Ramen,87,79.76,6939.120000000001
2024-03-14,HeinzKetchup,Ketchup,Heinz,88,54.92,4832.96
2024-03-15,EasternChickenMasala,ChickenMasala,Eastern,30,44.06,1321.8000000000002
2024-03-03,PatanjaliSalt,Salt,Patanjali,21,55.23,1159.83
2024-03-16,SaffolaOil,Oil,Saffola,93,52.12,4847.16
2024-03-11,AachiVegMasala,VegMasala,Aachi,93,75.89,7057.77
2024-03-06,MindfulAlmonds,Almonds,Mindful,9,70.21,631.89
2024-03-05,OatsBreakfast,Breakfast,Oats,72,78.73,5668.56
2024-03-31,KellogsBreakfast,Breakfast,Kellogs,56,82.43,4616.08
2024-03-09,FortuneOil,Oil,Fortune,14,34.92,488.88
2024-03-27,MTRVegMasala,VegMasala,MTR,16,81.29,1300.64
2024-03-11,AashirvadSalt,Salt,Aashirvad,70,20.48,1433.6000000000001
2024-03-26,TajMahalTea,Tea,TajMahal,22,54.25,1193.5
2024-03-21,LiptonTea,Tea,Lipton,26,87.95,2286.7000000000003
2024-03-04,PatanjaliRice,Rice,Patanjali,63,65.68,4137.84
2024-03-20,TideDetergent,Detergent,Tide,60,44.33,2659.7999999999997
2024-03-21,LifeBuoySanitizer,Sanitizer,LifeBuoy,37,22.81,843.9699999999999
2024-03-19,PopcornMix,PopcornMix,,55,93.51,5143.05
2024-03-10,ChocosBreakfast,Breakfast,Chocos,53,49.82,2640.46
2024-03-27,DettolSanitizer,Sanitizer,Dettol,97,24.5,2376.5
2024-03-11,KhidriDates,Dates,Khidri,16,16.73,267.68
2024-03-18,3RosesTea,Tea,3Roses,83,79.9,6631.700000000001
2024-03-12,OhmsKetchup,Ketchup,Ohms,73,31.16,2274.68
2024-03-29,AshirvadFlour,Flour,Ashirvad,85,49.65,4220.25
2024-03-17,FortuneOil,Oil,Fortune,42,14.96,628.32
2024-03-06,MadhurSugar,Sugar,Madhur,37,14.86,549.8199999999999
2024-03-14,BambinoPasta,Pasta,Bambino,84,41.29,3468.36
2024-03-23,AmulChocolate,Chocolate,Amul,61,31.82,1941.02
2024-03-23,RinDetergent,Detergent,Rin,46,57.32,2636.72
2024-03-10,HamamSanitizer,Sanitizer,Hamam,54,88.26,4766.04
2024-03-15,LittleHeartsBiscuit,Biscuit,LittleHearts,50,14.27,713.5
2024-03-27,KhidriDates,Dates,Khidri,98,14.43,1414.1399999999999
2024-03-24,AshirvadFlour,Flour,Ashirvad,71,32.22,2287.62
2024-03-30,MTRVegMasala,VegMasala,MTR,65,73.3,4764.5
2024-03-04,MaggieNoodles,Noodles,Maggie,75,55.73,4179.75
2024-03-16,SunflowerOil,Oil,Sunflower,40,22.83,913.1999999999999
2024-03-15,EverestChickenMasala,ChickenMasala,Everest,60,76.02,4561.2
2024-03-21,OreoBiscuit,Biscuit,Oreo,74,87.23,6455.02
2024-03-03,MdhChickenMasala,ChickenMasala,Mdh,29,76.09,2206.61
2024-03-04,VedakaPasta,Pasta,Vedaka,93,64.85,6031.049999999999
2024-03-05,MaggieNoodles,Noodles,Maggie,53,55.59,2946.27
2024-03-26,OatsBreakfast,Breakfast,Oats,58,20.99,1217.4199999999998
2024-03-13,NescafeCoffee,Coffee,Nescafe,18,85.44,1537.92
2024-03-16,TajMahalTea,Tea,TajMahal,61,13.36,814.9599999999999
2024-03-21,FelineFeastCatFood,CatFood,FelineFeast,71,44.68,3172.28
2024-03-17,HoneyBaeSugar,Sugar,HoneyBae,39,85.6,3338.3999999999996
2024-03-18,LiptonTea,Tea,Lipton,68,94.53,6428.04
2024-03-25,DelMontePasta,Pasta,DelMonte,68,84.54,5748.72
2024-03-31,FelineFeastCatFood,CatFood,FelineFeast,48,96.85,4648.799999999999
2024-03-09,HamamSanitizer,Sanitizer,Hamam,77,76.08,5858.16
2024-03-03,RinDetergent,Detergent,Rin,100,57.32,5732.0
2024-03-23,NutrigrainFlour,Flour,Nutrigrain,8,87.76,702.08
2024-03-27,LiptonTea,Tea,Lipton,25,77.79,1944.7500000000002
2024-03-30,DailyCrunchAlmonds,Almonds,DailyCrunch,38,32.86,1248.68
2024-03-26,VedakaPasta,Pasta,Vedaka,26,26.0,676.0
2024-03-15,AmulChocolate,Chocolate,Amul,73,87.04,6353.92
2024-03-05,PurinaPawCatFood,CatFood,PurinaPaw,24,99.48,2387.52
2024-03-14,IndiaGateRice,Rice,IndiaGate,94,46.83,4402.0199999999995
2024-03-14,PatanjaliFlour,Flour,Patanjali,40,47.56,1902.4
2024-03-11,EverestChickenMasala,ChickenMasala,Everest,56,47.83,2678.48
2024-03-08,VedakaPasta,Pasta,Vedaka,9,26.1,234.9
2024-03-27,DettolSanitizer,Sanitizer,Dettol,62,33.41,2071.4199999999996
2024-03-12,SurfExcelDetergent,Detergent,SurfExcel,74,28.15,2083.1
2024-03-07,DoveShampoo,Shampoo,Dove,19,41.62,790.78
2024-03-18,NescafeCoffee,Coffee,Nescafe,8,75.54,604.32
2024-03-23,HamamSanitizer,Sanitizer,Hamam,39,44.08,1719.12
2024-03-24,AashirvadSalt,Salt,Aashirvad,52,86.41,4493.32
2024-03-25,EasternChickenMasala,ChickenMasala,Eastern,51,36.89,1881.39
2024-03-23,IndiaGateRice,Rice,IndiaGate,97,85.85,8327.449999999999
2024-03-04,MdhChickenMasala,ChickenMasala,Mdh,9,22.52,202.68
2024-03-30,DelMontePasta,Pasta,DelMonte,87,25.01,2175.8700000000003
2024-03-30,NutrichoiceBiscuit,Biscuit,Nutrichoice,88,27.44,2414.7200000000003
2024-03-02,OreoBiscuit,Biscuit,Oreo,63,53.41,3364.83
2024-03-15,LifeBuoySanitizer,Sanitizer,LifeBuoy,33,96.91,3198.0299999999997
2024-03-17,BambinoPasta,Pasta,Bambino,21,23.46,492.66
2024-03-04,Head&ShouldersShampoo,Shampoo,Head&Shoulders,5,71.54,357.70000000000005
2024-03-28,MdhChickenMasala,ChickenMasala,Mdh,44,63.21,2781.2400000000002
2024-03-03,SakthiVegMasala,VegMasala,Sakthi,95,25.34,2407.3
2024-03-07,NutrichoiceBiscuit,Biscuit,Nutrichoice,12,71.88,862.56
2024-03-14,DailyCrunchAlmonds,Almonds,DailyCrunch,56,67.31,3769.36
2024-03-15,CranberryWalnuts,Walnuts,Cranberry,36,74.83,2693.88
2024-03-14,DettolSanitizer,Sanitizer,Dettol,5,28.85,144.25
2024-03-05,OatsBreakfast,Breakfast,Oats,25,79.34,1983.5
2024-03-12,HoneyBaeSugar,Sugar,HoneyBae,22,33.97,747.3399999999999
2024-03-04,KellogsBreakfast,Breakfast,Kellogs,99,29.49,2919.5099999999998
2024-03-22,KellogsBreakfast,Breakfast,Kellogs,98,60.58,5936.84
2024-03-01,FarmelyWalnuts,Walnuts,Farmely,62,49.29,3055.98
2024-03-22,TideDetergent,Detergent,Tide,30,49.8,1494.0
2024-03-16,FortuneOil,Oil,Fortune,61,51.75,3156.75
2024-03-12,ContinentalCoffee,Coffee,Continental,72,14.53,1046.1599999999999
2024-03-15,ActIIPopcornMix,PopcornMix,ActII,52,56.23,2923.96
2024-03-17,HersheyChocolate,Chocolate,Hershey,4,81.4,325.6
2024-03-24,IndiaGateRice,Rice,IndiaGate,31,25.71,797.01
2024-03-30,BasmatiRice,Rice,Basmati,13,25.33,329.28999999999996
2024-03-08,TajMahalTea,Tea,TajMahal,47,28.83,1355.01
2024-03-09,FortuneOil,Oil,Fortune,9,71.19,640.71
2024-03-15,KissanKetchup,Ketchup,Kissan,91,86.46,7867.86
2024-03-23,FarmelyWalnuts,Walnuts,Farmely,100,52.83,5283.0
2024-03-11,Head&ShouldersShampoo,Shampoo,Head&Shoulders,42,48.25,2026.5
2024-03-22,SunsilkShampoo,Shampoo,Sunsilk,57,13.32,759.24
2024-03-17,KnorrNoodles,Noodles,Knorr,91,32.53,2960.23
2024-03-20,BambinoPasta,Pasta,Bambino,98,77.62,7606.76
2024-03-05,FortuneOil,Oil,Fortune,92,80.82,7435.44
2024-03-03,BasmatiRice,Rice,Basmati,16,40.06,640.96
2024-03-15,TajMahalTea,Tea,TajMahal,38,95.18,3616.84
2024-03-25,LagomWalnuts,Walnuts,Lagom,70,65.88,4611.599999999999
2024-03-22,BambinoPasta,Pasta,Bambino,59,11.09,654.31
2024-03-15,AjwaDates,Dates,Ajwa,79,88.09,6959.110000000001
2024-03-07,PurinaPawCatFood,CatFood,PurinaPaw,96,71.67,6880.32
2024-03-20,MTRVegMasala,VegMasala,MTR,80,12.66,1012.8
2024-03-02,TataSalt,Salt,Tata,88,10.37,912.56
2024-03-25,FelineFeastCatFood,CatFood,FelineFeast,90,36.41,3276.8999999999996
2024-03-01,RinDetergent,Detergent,Rin,9,39.53,355.77
2024-03-09,LittleHeartsBiscuit,Biscuit,LittleHearts,58,76.36,4428.88
2024-03-18,KissanKetchup,Ketchup,Kissan,52,99.01,5148.52
2024-03-22,3RosesTea,Tea,3Roses,58,88.81,5150.9800000000005
2024-03-29,MindfulAlmonds,Almonds,Mindful,24,37.06,889.44
2024-03-04,CadburyChocolate,Chocolate,Cadbury,40,11.04,441.59999999999997
2024-03-08,Head&ShouldersShampoo,Shampoo,Head&Shoulders,99,56.83,5626.17
2024-03-11,EasternChickenMasala,ChickenMasala,Eastern,63,23.86,1503.18
2024-03-28,OhmsKetchup,Ketchup,Ohms,26,37.89,985.14
2024-03-20,BasmatiRice,Rice,Basmati,40,71.28,2851.2
2024-03-04,MdhChickenMasala,ChickenMasala,Mdh,97,87.53,8490.41
2024-03-31,FortuneOil,Oil,Fortune,99,44.99,4454.01
2024-03-11,OhmsKetchup,Ketchup,Ohms,8,25.93,207.44
2024-03-11,EverestChickenMasala,ChickenMasala,Everest,21,41.97,881.37
2024-03-30,3RosesTea,Tea,3Roses,36,23.08,830.8799999999999
2024-03-11,HersheyChocolate,Chocolate,Hershey,56,71.8,4020.7999999999997
2024-03-28,DoveShampoo,Shampoo,Dove,34,40.0,1360.0
2024-03-10,BambinoPasta,Pasta,Bambino,94,15.97,1501.18
2024-03-23,SunflowerOil,Oil,Sunflower,71,34.65,2460.15
2024-03-20,HamamSanitizer,Sanitizer,Hamam,38,85.33,3242.54
2024-03-01,3RosesTea,Tea,3Roses,72,50.31,3622.32
2024-03-16,SakthiVegMasala,VegMasala,Sakthi,7,74.87,524.09
2024-03-17,TataSalt,Salt,Tata,51,50.24,2562.2400000000002
2024-03-02,FarmelyWalnuts,Walnuts,Farmely,99,53.57,5303.43
2024-03-14,AmulChocolate,Chocolate,Amul,33,82.28,2715.2400000000002
2024-03-01,AashirvadSalt,Salt,Aashirvad,99,60.18,5957.82
2024-03-16,SurfExcelDetergent,Detergent,SurfExcel,24,32.56,781.44
2024-03-03,NutrichoiceBiscuit,Biscuit,Nutrichoice,81,19.31,1564.11
2024-03-28,MindfulAlmonds,Almonds,Mindful,72,33.62,2420.64
2024-03-15,SunsilkShampoo,Shampoo,Sunsilk,57,21.02,1198.1399999999999
2024-03-08,SunsilkShampoo,Shampoo,Sunsilk,61,23.42,1428.6200000000001
2024-03-31,LifeBuoySanitizer,Sanitizer,LifeBuoy,40,15.55,622.0
2024-03-14,MTRVegMasala,VegMasala,MTR,79,93.74,7405.46
2024-03-23,ParrysSugar,Sugar,Parrys,21,12.66,265.86
2024-03-16,KimiaDates,Dates,Kimia,22,36.09,793.98
2024-03-31,CountryBeanCoffee,Coffee,CountryBean,21,38.19,801.99
2024-03-26,EverestChickenMasala,ChickenMasala,Everest,97,13.5,1309.5
2024-03-06,LittleHeartsBiscuit,Biscuit,LittleHearts,61,17.04,1039.44
2024-03-02,TajMahalTea,Tea,TajMahal,24,43.54,1044.96
2024-03-29,TajMahalTea,Tea,TajMahal,91,34.35,3125.85
2024-03-22,KellogsBreakfast,Breakfast,Kellogs,1,24.54,24.54
2024-03-19,RamenNoodles,Noodles,Ramen,10,73.45,734.5
2024-03-03,DoveShampoo,Shampoo,Dove,97,79.16,7678.5199999999995
2024-03-02,PurinaPawCatFood,CatFood,PurinaPaw,89,12.18,1084.02
2024-03-07,TataSalt,Salt,Tata,7,75.44,528.0799999999999
2024-03-23,SakthiVegMasala,VegMasala,Sakthi,69,79.96,5517.24
2024-03-21,OatsBreakfast,Breakfast,Oats,9,11.67,105.03
2024-03-08,NescafeCoffee,Coffee,Nescafe,40,78.8,3152.0
2024-03-07,LagomWalnuts,Walnuts,Lagom,4,11.64,46.56
2024-03-07,FelineFeastCatFood,CatFood,FelineFeast,30,86.77,2603.1
2024-03-06,TideDetergent,Detergent,Tide,38,94.23,3580.7400000000002
2024-03-23,BrazilNutsAlmonds,Almonds,BrazilNuts,21,17.92,376.32000000000005
2024-03-19,LagomWalnuts,Walnuts,Lagom,58,25.14,1458.1200000000001
2024-03-16,ChocosBreakfast,Breakfast,Chocos,86,55.02,4731.72
2024-03-28,SunflowerOil,Oil,Sunflower,26,47.0,1222.0
2024-03-04,SaffolaOil,Oil,Saffola,93,29.02,2698.86
2024-03-10,TideDetergent,Detergent,Tide,29,28.44,824.76
2024-03-13,NutrigrainFlour,Flour,Nutrigrain,62,94.63,5867.0599999999995
2024-03-16,FortuneOil,Oil,Fortune,56,29.94,1676.64
2024-03-02,RamenNoodles,Noodles,Ramen,41,79.42,3256.2200000000003
2024-03-31,PopiePopcornMix,PopcornMix,Popie,37,67.74,2506.3799999999997
2024-03-09,CountryBeanCoffee,Coffee,CountryBean,50,34.25,1712.5
2024-03-04,PurinaPawCatFood,CatFood,PurinaPaw,65,88.99,5784.349999999999
2024-03-29,KhidriDates,Dates,Khidri,65,71.54,4650.1
2024-03-24,MadhurSugar,Sugar,Madhur,91,28.14,2560.7400000000002
2024-03-08,TataSalt,Salt,Tata,75,63.63,4772.25
2024-03-18,RinDetergent,Detergent,Rin,67,37.63,2521.21
2024-03-26,MaggieNoodles,Noodles,Maggie,56,12.02,673.12
2024-03-27,PurinaPawCatFood,CatFood,PurinaPaw,37,42.8,1583.6
2024-03-28,WhikasCatFood,CatFood,Whikas,94,37.36,3511.84
2024-03-26,HersheyChocolate,Chocolate,Hershey,60,74.96,4497.599999999999
2024-03-22,SunsilkShampoo,Shampoo,Sunsilk,77,26.53,2042.8100000000002
2024-03-10,ChocosBreakfast,Breakfast,Chocos,53,20.51,1087.03
2024-03-01,PatanjaliSalt,Salt,Patanjali,14,37.63,526.82
2024-03-24,CranberryWalnuts,Walnuts,Cranberry,28,91.96,2574.8799999999997
2024-03-31,NescafeCoffee,Coffee,Nescafe,86,40.97,3523.42
2024-03-31,SurfExcelDetergent,Detergent,SurfExcel,97,91.8,8904.6
2024-03-08,MindfulAlmonds,Almonds,Mindful,98,50.1,4909.8
2024-03-30,NutrigrainFlour,Flour,Nutrigrain,29,94.69,2746.0099999999998
2024-03-11,MaggieNoodles,Noodles,Maggie,5,64.13,320.65
2024-03-07,3RosesTea,Tea,3Roses,36,86.52,3114.72
2024-03-12,AmulChocolate,Chocolate,Amul,21,34.02,714.4200000000001
2024-03-06,3RosesTea,Tea,3Roses,80,55.16,4412.799999999999
2024-03-17,TataSalt,Salt,Tata,65,68.17,4431.05
2024-03-07,OreoBiscuit,Biscuit,Oreo,84,65.93,5538.120000000001
2024-03-20,ActIIPopcornMix,PopcornMix,ActII,55,47.96,2637.8
2024-03-18,OhmsKetchup,Ketchup,Ohms,32,79.76,2552.32
2024-03-28,CountryBeanCoffee,Coffee,CountryBean,70,85.67,5996.900000000001
2024-03-05,LifeBuoySanitizer,Sanitizer,LifeBuoy,6,88.86,533.16
2024-03-28,SaffolaOil,Oil,Saffola,49,17.03,834.47
2024-03-25,PatanjaliFlour,Flour,Patanjali,3,88.3,264.9
2024-03-16,SakthiVegMasala,VegMasala,Sakthi,56,78.63,4403.28
2024-03-10,LagomWalnuts,Walnuts,Lagom,96,18.69,1794.2400000000002
2024-03-24,PatanjaliFlour,Flour,Patanjali,47,56.8,2669.6
2024-03-01,CountryBeanCoffee,Coffee,CountryBean,91,25.66,2335.06
2024-03-28,AjwaDates,Dates,Ajwa,37,86.54,3201.98
2024-03-13,SaffolaOil,Oil,Saffola,12,97.53,1170.3600000000001
2024-03-04,CountryBeanCoffee,Coffee,CountryBean,17,32.4,550.8
2024-03-01,NutrigrainFlour,Flour,Nutrigrain,51,71.33,3637.83
2024-03-04,LiptonTea,Tea,Lipton,13,32.74,425.62
2024-03-10,KnorrNoodles,Noodles,Knorr,97,86.85,8424.449999999999
2024-03-02,ContinentalCoffee,Coffee,Continental,67,96.1,6438.7
2024-03-11,RinDetergent,Detergent,Rin,82,48.94,4013.08
2024-03-03,HoneyBaeSugar,Sugar,HoneyBae,65,71.29,4633.85
2024-03-13,AshirvadFlour,Flour,Ashirvad,85,66.44,5647.4
2024-03-02,DoveShampoo,Shampoo,Dove,19,79.33,1507.27
2024-03-06,KimiaDates,Dates,Kimia,61,62.62,3819.8199999999997
2024-03-07,DettolSanitizer,Sanitizer,Dettol,40,82.74,3309.6
2024-03-23,CadburyChocolate,Chocolate,Cadbury,8,36.1,288.8
2024-03-24,PurinaPawCatFood,CatFood,PurinaPaw,100,52.37,5237.0
2024-03-21,CranberryWalnuts,Walnuts,Cranberry,93,43.51,4046.43
2024-03-01,3RosesTea,Tea,3Roses,74,68.7,5083.8
2024-03-24,SurfExcelDetergent,Detergent,SurfExcel,90,29.95,2695.5
2024-03-31,LifeBuoySanitizer,Sanitizer,LifeBuoy,39,31.38,1223.82
2024-03-05,SunflowerOil,Oil,Sunflower,43,36.74,1579.8200000000002
2024-03-23,Head&ShouldersShampoo,Shampoo,Head&Shoulders,78,23.23,1811.94
2024-03-07,HamamSanitizer,Sanitizer,Hamam,32,43.61,1395.52
2024-03-01,LittleHeartsBiscuit,Biscuit,LittleHearts,75,91.38,6853.5
2024-03-05,OreoBiscuit,Biscuit,Oreo,94,96.04,9027.76
2024-03-03,HersheyChocolate,Chocolate,Hershey,40,16.85,674.0
2024-03-01,CountryBeanCoffee,Coffee,CountryBean,67,15.22,1019.74
2024-03-13,WhikasCatFood,CatFood,Whikas,55,60.51,3328.0499999999997
2024-03-14,AachiVegMasala,VegMasala,Aachi,73,93.38,6816.74
2024-03-02,SunflowerOil,Oil,Sunflower,79,97.19,7678.01
2024-03-03,VedakaPasta,Pasta,Vedaka,48,56.88,2730.2400000000002
2024-03-20,PatanjaliFlour,Flour,Patanjali,60,68.61,4116.6
2024-03-04,IndiaGateRice,Rice,IndiaGate,90,66.44,5979.599999999999
2024-03-12,SurfExcelDetergent,Detergent,SurfExcel,52,72.78,3784.56
2024-03-31,KhidriDates,Dates,Khidri,38,45.01,1710.3799999999999
2024-03-26,TataSalt,Salt,Tata,82,12.87,1055.34
2024-03-16,CranberryWalnuts,Walnuts,Cranberry,24,98.93,2374.32
2024-03-17,KissanKetchup,Ketchup,Kissan,53,97.21,5152.13
2024-03-29,PopiePopcornMix,PopcornMix,Popie,15,12.43,186.45
2024-03-21,3RosesTea,Tea,3Roses,67,55.89,3744.63
2024-03-26,SunflowerOil,Oil,Sunflower,50,83.34,4167.0
2024-03-09,AmulChocolate,Chocolate,Amul,21,34.06,715.26
2024-03-17,ActIIPopcornMix,PopcornMix,ActII,22,59.38,1306.3600000000001
2024-03-22,BasmatiRice,Rice,Basmati,53,75.08,3979.24
2024-03-28,TataSalt,Salt,Tata,19,65.93,1252.67
2024-03-06,FelineFeastCatFood,CatFood,FelineFeast,8,50.29,402.32
2024-03-17,3RosesTea,Tea,3Roses,74,16.59,1227.66
2024-03-31,RinDetergent,Detergent,Rin,8,52.42,419.36
2024-03-10,OreoBiscuit,Biscuit,Oreo,78,38.26,2984.2799999999997
2024-03-24,PatanjaliSalt,Salt,Patanjali,94,33.54,3152.7599999999998
2024-03-11,LittleHeartsBiscuit,Biscuit,LittleHearts,43,81.95,3523.85
2024-03-31,3RosesTea,Tea,3Roses,85,40.69,3458.6499999999996
2024-03-08,FortuneOil,Oil,Fortune,16,26.57,425.12
2024-03-03,AshirvadFlour,Flour,Ashirvad,25,77.79,1944.7500000000002
2024-03-08,DelMontePasta,Pasta,DelMonte,91,47.98,4366.179999999999
2024-03-08,LagomWalnuts,Walnuts,Lagom,82,86.11,7061.0199999999995
2024-03-12,EasternChickenMasala,ChickenMasala,Eastern,31,47.81,1482.1100000000001
2024-03-18,SurfExcelDetergent,Detergent,SurfExcel,77,96.12,7401.240000000001
2024-03-31,BambinoPasta,Pasta,Bambino,44,21.64,952.1600000000001
2024-03-23,DelMontePasta,Pasta,DelMonte,18,15.64,281.52
2024-03-10,CadburyChocolate,Chocolate,Cadbury,34,61.28,2083.52
2024-03-20,KellogsBreakfast,Breakfast,Kellogs,16,91.14,1458.24
2024-03-18,LittleHeartsBiscuit,Biscuit,LittleHearts,52,96.11,4997.72
2024-03-26,MdhChickenMasala,ChickenMasala,Mdh,28,15.48,433.44
2024-03-23,LifeBuoySanitizer,Sanitizer,LifeBuoy,14,11.21,156.94
2024-03-31,3RosesTea,Tea,3Roses,64,56.51,3616.64
2024-03-25,NutrichoiceBiscuit,Biscuit,Nutrichoice,29,36.76,1066.04
2024-03-24,HoneyBaeSugar,Sugar,HoneyBae,23,88.8,2042.3999999999999
2024-03-19,ContinentalCoffee,Coffee,Continental,68,53.24,3620.32
2024-03-29,TajMahalTea,Tea,TajMahal,40,67.73,2709.2000000000003
2024-03-01,SurfExcelDetergent,Detergent,SurfExcel,48,23.21,1114.08
2024-03-16,OhmsKetchup,Ketchup,Ohms,8,13.14,105.12
2024-03-15,WhikasCatFood,CatFood,Whikas,78,74.15,5783.700000000001
2024-03-14,RamenNoodles,Noodles,Ramen,94,39.61,3723.34
2024-03-04,EasternChickenMasala,ChickenMasala,Eastern,74,16.6,1228.4
2024-03-06,KimiaDates,Dates,Kimia,70,37.64,2634.8
2024-03-23,OreoBiscuit,Biscuit,Oreo,15,65.22,978.3
2024-03-06,DelMontePasta,Pasta,DelMonte,72,45.02,3241.44
2024-03-22,HoneyBaeSugar,Sugar,HoneyBae,15,42.59,638.85
2024-03-16,BambinoPasta,Pasta,Bambino,51,93.28,4757.28
2024-03-21,NescafeCoffee,Coffee,Nescafe,16,99.14,1586.24
2024-03-02,HeinzKetchup,Ketchup,Heinz,10,68.13,681.3
2024-03-25,KhidriDates,Dates,Khidri,97,32.45,3147.65
2024-03-15,OhmsKetchup,Ketchup,Ohms,83,46.88,3891.0400000000004
2024-03-29,LiptonTea,Tea,Lipton,28,80.33,2249.24
2024-03-07,AashirvadSalt,Salt,Aashirvad,44,29.43,1294.92
2024-03-26,NescafeCoffee,Coffee,Nescafe,27,80.84,2182.6800000000003
2024-03-23,DailyCrunchAlmonds,Almonds,DailyCrunch,59,12.39,731.01
2024-03-10,KellogsBreakfast,Breakfast,Kellogs,54,60.29,3255.66
2024-03-06,MindfulAlmonds,Almonds,Mindful,69,16.88,1164.72
2024-03-30,MindfulAlmonds,Almonds,Mindful,8,58.53,468.24
2024-03-25,OatsBreakfast,Breakfast,Oats,2,74.65,149.3
2024-03-09,SaffolaOil,Oil,Saffola,82,70.59,5788.38
2024-03-27,HamamSanitizer,Sanitizer,Hamam,90,54.83,4934.7
2024-03-15,BrazilNutsAlmonds,Almonds,BrazilNuts,80,68.92,5513.6
2024-03-12,NescafeCoffee,Coffee,Nescafe,20,47.07,941.4
2024-03-10,BasmatiRice,Rice,Basmati,30,92.1,2763.0
2024-03-23,ParrysSugar,Sugar,Parrys,96,49.81,4781.76
2024-03-17,RamenNoodles,Noodles,Ramen,42,94.98,3989.1600000000003
2024-03-25,FelineFeastCatFood,CatFood,FelineFeast,82,27.82,2281.2400000000002
2024-03-09,PopiePopcornMix,PopcornMix,Popie,64,44.93,2875.52
2024-03-07,NutrigrainFlour,Flour,Nutrigrain,96,53.41,5127.36
2024-03-29,CountryBeanCoffee,Coffee,CountryBean,27,67.45,1821.15
2024-03-24,DailyCrunchAlmonds,Almonds,DailyCrunch,93,79.03,7349.79
2024-03-15,CadburyChocolate,Chocolate,Cadbury,44,22.72,999.68
2024-03-12,DettolSanitizer,Sanitizer,Dettol,69,87.0,6003.0
2024-03-09,PatanjaliFlour,Flour,Patanjali,94,14.98,1408.1200000000001
2024-03-25,EverestChickenMasala,ChickenMasala,Everest,33,59.57,1965.81
2024-03-26,HersheyChocolate,Chocolate,Hershey,57,85.92,4897.4400000000005
2024-03-26,DelMontePasta,Pasta,DelMonte,41,61.78,2532.98
2024-03-22,HersheyChocolate,Chocolate,Hershey,74,96.97,7175.78
2024-03-28,DettolSanitizer,Sanitizer,Dettol,58,17.97,1042.26
2024-03-04,KnorrNoodles,Noodles,Knorr,40,78.72,3148.8
2024-03-26,ParrysSugar,Sugar,Parrys,83,50.77,4213.91
2024-03-06,TataSalt,Salt,Tata,54,84.44,4559.76
2024-03-07,AmulChocolate,Chocolate,Amul,96,44.72,4293.12
